Genres List,Image Book Cover Url,Book Title,Author Name,Rating,No Of Rating,Amazon Link,No Of Pages,Detail Url
"Nonfiction, Science, Humor, Paranormal, History, Death, Religion",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401287778i/14990.jpg,Spook: Science Tackles the Afterlife,Mary Roach,3.6,39925,https://www.amazon.com/gp/product/B0041OTAU2/,311,https://www.goodreads.com/book/show/14990.Spook
"Fantasy, Young Adult, LGBT, Queer, Romance, Fiction, Magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615586695i/55424891.jpg,Dark Rise,C.S. Pacat,4.16,35004,https://www.amazon.com/gp/product/B08RDTKVG6/,464,https://www.goodreads.com/book/show/55424891-dark-rise
"Spirituality, Philosophy, Fiction, Anthropology, Religion, Psychology, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388379914i/12839.jpg,A Separate Reality: Further Conversations with Don Juan,Carlos Castaneda,4.09,18880,https://www.amazon.com/gp/product/B00AYIDRK8/,272,https://www.goodreads.com/book/show/12839.A_Separate_Reality
"School, Fiction, Drama, Contemporary, Spanish Literature, Young Adult, Classics",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1172099219i/139009.jpg,Los ojos del perro siberiano,Antonio Santa Ana,4.17,13592,https://www.amazon.com/gp/product/B0CTW3JRFV/,135,https://www.goodreads.com/book/show/139009.Los_ojos_del_perro_siberiano
"Fiction, Contemporary, Literary Fiction, LGBT, Queer, Book Club, Mental Health",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483303035i/33662956.jpg,Tan poca vida,Hanya Yanagihara,4.3,815621,https://www.amazon.com/gp/product/B01I24RQAC/,1008,https://www.goodreads.com/book/show/33662956-tan-poca-vida
"Nonfiction, Self Help, Feminism, Audiobook, Mental Health, Psychology, Social Justice",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1584085373i/34956885.jpg,The Body Is Not an Apology: The Power of Radical Self-Love,Sonya Renee Taylor,4.22,29464,https://www.amazon.com/gp/product/B08979YRFD/,137,https://www.goodreads.com/book/show/34956885-the-body-is-not-an-apology
"New Adult, Crime, Contemporary, Adult, Fiction, Mystery, Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1445662837i/27264916.jpg,White Collar Blackmail,Peter   Ralph,4.28,509,https://www.amazon.com/gp/product/B016XAS0Z2/,357,https://www.goodreads.com/book/show/27264916-white-collar-blackmail
"Short Stories, Fiction, Childrens, Fantasy, Young Adult, Classics, Middle Grade",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673487545i/6671.jpg,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.12,24674,https://www.amazon.com/gp/product/B0093XANZM/,232,https://www.goodreads.com/book/show/6671.The_Wonderful_Story_of_Henry_Sugar_and_Six_More
"Vampires, Paranormal, Romance, Paranormal Romance, Urban Fantasy, Fantasy, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1402348126i/16173427.jpg,Bound by Flames,Jeaniene Frost,4.2,27439,https://www.amazon.com/gp/product/B00KPUYSV2/,342,https://www.goodreads.com/book/show/16173427-bound-by-flames
"Fiction, Indonesian Literature, Romance, Novels, Short Stories, Poetry, Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1222564447i/4815886.jpg,Rectoverso,Dee Lestari,3.9,7371,,148,https://www.goodreads.com/book/show/4815886-rectoverso
"Mystery, Fiction, Crime, Classics, Audiobook, Mystery Thriller, Murder Mystery",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389733972i/16335.jpg,The Mystery of the Blue Train,Agatha Christie,3.87,75931,https://www.amazon.com/gp/product/B0F3KZX9G2/,317,https://www.goodreads.com/book/show/16335.The_Mystery_of_the_Blue_Train
"Mystery, Fiction, Crime, Audiobook, Mystery Thriller, Detective, Suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266546923i/410445.jpg,T is for Trespass,Sue Grafton,3.99,30970,https://www.amazon.com/gp/product/B000W915M6/,387,https://www.goodreads.com/book/show/410445.T_is_for_Trespass
"History, Biography, Nonfiction, France, Historical, Biography Memoir, French Revolution",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200308i/17157.jpg,Marie Antoinette: The Journey,Antonia Fraser,3.94,37778,https://www.amazon.com/gp/product/B000FC1J9O/,512,https://www.goodreads.com/book/show/17157.Marie_Antoinette
"Fiction, Self Help, Inspirational, Book Club, Personal Development, Business, Christian",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380857528i/56466.jpg,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,4.09,19130,https://www.amazon.com/gp/product/B00ETK822K/,227,https://www.goodreads.com/book/show/56466.The_Traveler_s_Gift
"Philosophy, Classics, Nonfiction, History, Political Science, Politics, Ancient",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391135988i/19083.jpg,Politics,Aristotle,3.98,41256,https://www.amazon.com/gp/product/B0875H3SZM/,368,https://www.goodreads.com/book/show/19083.Politics
Horror,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437192744i/25930928.jpg,Twisted,Anna Gallegos,4.5,52,https://www.amazon.com/gp/product/B011SBZ87Y/,215,https://www.goodreads.com/book/show/25930928-twisted
"Fiction, Thriller, Espionage, Action, Mystery, Audiobook, Spy Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441133916i/26722.jpg,Act of Treason,Vince Flynn,4.32,52968,https://www.amazon.com/gp/product/B000JMKVIK/,415,https://www.goodreads.com/book/show/26722.Act_of_Treason
"Mystery, Young Adult, Thriller, Mystery Thriller, Romance, Crime, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1678754481i/62949648.jpg,The Naturals,Jennifer Lynn Barnes,4.21,254546,https://www.amazon.com/gp/product/B00CXXEWZG/,311,https://www.goodreads.com/book/show/62949648-the-naturals
"Graphic Novels, Fiction, Manga, Coming Of Age, Japan, Drama, Comics Manga",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1619726200i/20451634.jpg,おやすみプンプン コミック 全13巻完結セット,Inio Asano,4.67,5311,,0,https://www.goodreads.com/book/show/20451634-13
"Fiction, Spanish Literature, Spain, Novels, Classics, Contemporary, Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646148393i/529075.jpg,A Heart So White,Javier Marías,4.02,16705,https://www.amazon.com/gp/product/B009QJNRME/,280,https://www.goodreads.com/book/show/529075.A_Heart_So_White
"Fiction, Dark Academia, Mystery, Classics, Contemporary, Thriller, Literary Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1560179641i/8737825.jpg,Dio di illusioni,Donna Tartt,4.16,909594,https://www.amazon.com/gp/product/B00I9VIPRM/,622,https://www.goodreads.com/book/show/8737825-dio-di-illusioni
"Romance, New Adult, Contemporary, Contemporary Romance, Friends To Lovers, Abuse, Second Chance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366869759i/17825503.jpg,Leo,Mia Sheridan,3.98,41984,https://www.amazon.com/gp/product/B00BT0JB0A/,207,https://www.goodreads.com/book/show/17825503-leo
"Historical Fiction, Young Adult, Romance, Historical, Fiction, Fantasy, Historical Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442905187i/118754.jpg,The Raging Quiet,Sherryl Jordan,4.24,4922,,368,https://www.goodreads.com/book/show/118754.The_Raging_Quiet
"Young Adult, Fiction, Contemporary, Teen, Realistic Fiction, Romance, Coming Of Age",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347695254i/824508.jpg,Smack,Melvin Burgess,3.91,21747,https://www.amazon.com/gp/product/B005J5340O/,293,https://www.goodreads.com/book/show/824508.Smack
"Romance, Friends To Lovers, New Adult, Contemporary, Contemporary Romance, Second Chance, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1472832783i/29963453.jpg,The Silent Waters,Brittainy C. Cherry,4.28,39046,https://www.amazon.com/gp/product/B01LXK1O5A/,316,https://www.goodreads.com/book/show/29963453-the-silent-waters
"Romance, Fiction, Classics, School, France, Arthurian, Historical Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347257979i/587359.jpg,The Romance of Tristan and Iseult,Joseph Bédier,3.51,14139,https://www.amazon.com/gp/product/B00A73B8Z6/,205,https://www.goodreads.com/book/show/587359.The_Romance_of_Tristan_and_Iseult
"Young Adult, Paranormal, Fantasy, Romance, Paranormal Romance, Supernatural, Urban Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317009934i/11882171.jpg,Touch,Jus Accardo,3.8,14763,https://www.amazon.com/gp/product/B00R6DRZ8O/,284,https://www.goodreads.com/book/show/11882171-touch
"Fantasy, Young Adult, Romance, Magic, Adventure, High Fantasy, Young Adult Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347330748i/6580510.jpg,Brightly Woven,Alexandra Bracken,3.8,9023,,357,https://www.goodreads.com/book/show/6580510-brightly-woven
"Historical Fiction, World War II, Fiction, Holocaust, Historical, War, Book Club",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434909732i/1998880.jpg,My Enemy's Cradle,Sara Young,4.06,7085,https://www.amazon.com/gp/product/B00Z9PW9AA/,365,https://www.goodreads.com/book/show/1998880.My_Enemy_s_Cradle
"Romance, Contemporary Romance, Contemporary, Romantic Suspense, Suspense, Second Chance, Mystery",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327337194i/10813480.jpg,For You,Kristen Ashley,4.19,30383,https://www.amazon.com/gp/product/B004S81POK/,583,https://www.goodreads.com/book/show/10813480-for-you
"Fantasy, Young Adult, Fiction, Romance, Magic, Paranormal, Fantasy Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328303622i/6139020.jpg,The Study Series Bundle,Maria V. Snyder,4.46,3062,https://www.amazon.com/gp/product/B0015YEQNM/,1027,https://www.goodreads.com/book/show/6139020-the-study-series-bundle
"Fiction, Japan, Japanese Literature, Horror, Mystery, Crime, Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390275656i/25366.jpg,Grotesque,Natsuo Kirino,3.74,13372,https://www.amazon.com/gp/product/B000OI0FX0/,480,https://www.goodreads.com/book/show/25366.Grotesque
"Young Adult, Fiction, Realistic Fiction, Contemporary, Teen, Mystery, Crime",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441407253i/6338619.jpg,After,Amy Efaw,3.73,19953,https://www.amazon.com/gp/product/B0B21T927V/,350,https://www.goodreads.com/book/show/6338619-after
"Philosophy, Nonfiction, Japan, History, Martial Arts, Classics, Japanese Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388186715i/277950.jpg,Hagakure: The Book of the Samurai,Yamamoto Tsunetomo,4.01,16311,https://www.amazon.com/gp/product/B00G3KCLTE/,192,https://www.goodreads.com/book/show/277950.Hagakure
"Fiction, Contemporary, British Literature, Novels, Coming Of Age, LGBT, India",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344618639i/302998.jpg,The Buddha of Suburbia,Hanif Kureishi,3.75,20276,https://www.amazon.com/gp/product/B0178HRFUK/,288,https://www.goodreads.com/book/show/302998.The_Buddha_of_Suburbia
"Fantasy, Short Stories, Historical Fiction, Adult, Fiction, Novella, High Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1662824730i/55927316.jpg,The Drowning Faith,R.F. Kuang,4.52,23204,,15,https://www.goodreads.com/book/show/55927316-the-drowning-faith
"Nonfiction, Health, Science, Self Help, Audiobook, Psychology, Personal Development",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1575339793i/48890486.jpg,Breath: The New Science of a Lost Art,James Nestor,4.15,103708,https://www.amazon.com/gp/product/B0818ZZNLR/,280,https://www.goodreads.com/book/show/48890486-breath
"Nonfiction, Biography, Memoir, Politics, Feminism, History, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1475462006i/29868604.jpg,My Own Words,Ruth Bader Ginsburg,4.03,26124,https://www.amazon.com/gp/product/B01E4BC1FW/,400,https://www.goodreads.com/book/show/29868604-my-own-words
"Nonfiction, Psychology, Science, Self Help, Audiobook, Sociology, Philosophy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391879112i/11709037.jpg,You Are Not So Smart,David McRaney,3.86,35686,https://www.amazon.com/gp/product/B0052RE5MU/,302,https://www.goodreads.com/book/show/11709037-you-are-not-so-smart
"Young Adult, Romance, Contemporary, Fiction, Mental Health, Young Adult Contemporary, Realistic Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463228676i/28186273.jpg,Our Chemical Hearts,Krystal Sutherland,3.74,31918,https://www.amazon.com/gp/product/B0191ZL5RG/,320,https://www.goodreads.com/book/show/28186273-our-chemical-hearts
"Mystery, Fiction, Historical Fiction, Crime, Audiobook, Historical, Mystery Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327877129i/11093329.jpg,The House of Silk,Anthony Horowitz,4.01,58782,https://www.amazon.com/gp/product/B004W3VY2Y/,294,https://www.goodreads.com/book/show/11093329-the-house-of-silk
"Fiction, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339061239i/15232939.jpg,New Yesterdays,Jim L. Wright,4.56,124,https://www.amazon.com/gp/product/B0DK459LVB/,177,https://www.goodreads.com/book/show/15232939-new-yesterdays
"Historical Fiction, Fiction, Book Club, Fantasy, Magical Realism, Historical, Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392575125i/18144053.jpg,The Museum of Extraordinary Things,Alice Hoffman,3.77,55893,https://www.amazon.com/gp/product/B00DPM7YM2/,368,https://www.goodreads.com/book/show/18144053-the-museum-of-extraordinary-things
"Fantasy, Fiction, High Fantasy, Magic, Young Adult, Epic Fantasy, Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657400839i/28246.jpg,Last of the Wilds,Trudi Canavan,4.06,14557,https://www.amazon.com/gp/product/B000N2HCTM/,576,https://www.goodreads.com/book/show/28246.Last_of_the_Wilds
"Urban Fantasy, Fantasy, Paranormal, Magic, Romance, Dragons, Fae",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1667590845i/63220872.jpg,Hammered,Lindsay Buroker,4.26,7829,https://www.amazon.com/gp/product/B0BKH8BXXF/,306,https://www.goodreads.com/book/show/63220872-hammered
"Historical Fiction, Fiction, Romance, Book Club, World War II, Historical, Holocaust",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394994929i/11010251.jpg,The Lost Wife,Alyson Richman,4.25,62356,https://www.amazon.com/gp/product/B005ERIK56/,368,https://www.goodreads.com/book/show/11010251-the-lost-wife
"Nonfiction, Humor, Self Help, Inspirational, Psychology, Comedy, Canada",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1341725779i/7381647.jpg,The Book of Awesome,Neil Pasricha,3.78,12294,https://www.amazon.com/gp/product/0425238903/,393,https://www.goodreads.com/book/show/7381647-the-book-of-awesome
"Historical Romance, Romance, Historical, Historical Fiction, Regency, Fiction, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1452549904i/105574.jpg,Scandal in Spring,Lisa Kleypas,4.02,58698,https://www.amazon.com/gp/product/B000JMKO8W/,374,https://www.goodreads.com/book/show/105574.Scandal_in_Spring
"Mystery, Historical Fiction, Young Adult, Middle Grade, Fiction, Historical, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429150341i/606928.jpg,The Case of the Missing Marquess,Nancy Springer,3.78,41439,https://www.amazon.com/gp/product/B001QIGZ9K/,216,https://www.goodreads.com/book/show/606928.The_Case_of_the_Missing_Marquess
"Mystery, Romance, Fiction, Crime, Audiobook, Thriller, Futuristic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660584531i/59808349.jpg,Desperation in Death,J.D. Robb,4.57,25196,https://www.amazon.com/gp/product/B09NTJRDJ3/,368,https://www.goodreads.com/book/show/59808349-desperation-in-death
